id,name,sponsor,event,venue,place,physical_description,occasion,notes,call_number,keywords,language,date,location,location_type,currency,currency_symbol,status,page_count,dish_count
20162,,TOYO KISEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD SS HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4290,,,1900-09-05,Toyo Kisen Kaisha,,,,complete,2,23
20163,,TOYO KISEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4291,,,1900-09-05,Toyo Kisen Kaisha,,,,complete,2,27
20164,,TOYO KISEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SS HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4292,,,1900-09-05,Toyo Kisen Kaisha,,,,complete,2,34
20166,,TOYO KISEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD SS HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4302,,,1900-09-06,Toyo Kisen Kaisha,,,,complete,2,23
20167,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSIDE; 5.5 X 7.75;,DAILY,HANDWRITTEN; GREEN BORDER;,1900-4751,,,1900-10-19,Nippon Yusen Kaisha,,,,complete,2,15
20168,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSHEET; COL; ILLUS; 10.25 X 9.5;,DAILY MENU;,HANDWRITTEN; COLOR ILLUSTRAION OF CHILDREN CARRYING LANTERNS AND LARGE DRUM;  MAP OF STEAMSHIP ROUTES ON BACK;,1900-4752,,,1900-10-19,Nippon Yusen Kaisha,,,,complete,2,16
20169,,TOYO KISEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,DAILY MENU;,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4753,,,1900-10-19,Toyo Kisen Kaisha,,,,complete,2,25
20170,,TOYO KISEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,DAILY MENU;,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4754,,,1900-10-19,Toyo Kisen Kaisha,,,,complete,2,30
20171,,TOYO KISEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,DAILY MENU;,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4755,,,1900-10-19,Toyo Kisen Kaisha,,,,complete,2,36
20172,,TOYO KISEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,DAILY MENU;,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4756,,,1900-10-20,Toyo Kisen Kaisha,,,,complete,2,36
20173,,TOYO KISEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,DAILY MENU;,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4757,,,1900-10-20,Toyo Kisen Kaisha,,,,complete,2,24
20174,,TOYO KISEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,DAILY MENU;,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4758,,,1900-10-20,Toyo Kisen Kaisha,,,,complete,2,29
20175,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSHEET; COL; ILLUS; 10.25 X 9.5;,DAILY MENU;,HANDWRITTEN; COLOR ILLUSTRAION OF CHILDREN CARRYING LANTERNS AND LARGE DRUM;  MAP OF STEAMSHIP ROUTES ON BACK;,1900-4759,,,1900-10-20,Nippon Yusen Kaisha,,,,complete,2,16
20176,,NIPPON YUSEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSIDE; 5.5 X 7.75;,DAILY,HANDWRITTEN; GREEN BORDER;,1900-4760,,,1900-10-20,Nippon Yusen Kaisha,,,,complete,2,13
20177,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSIDE; 5.5 X 7.75;,DAILY,HANDWRITTEN; GREEN BORDER;,1900-4761,,,1900-10-20,Nippon Yusen Kaisha,,,,complete,2,15
20178,,TOYO KISEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,DAILY MENU;,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4764,,,1900-10-21,Toyo Kisen Kaisha,,,,complete,2,24
20179,,TOYO KISEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,DAILY MENU;,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4765,,,1900-10-21,Toyo Kisen Kaisha,,,,complete,2,37
20180,,TOYO KISEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,DAILY MENU;,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4766,,,1900-10-21,Toyo Kisen Kaisha,,,,complete,2,31
20181,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSHEET;5.5X7.75;,DAILY MENU;,HANDWRITTEN; GREEN BORDER;,1900-4767,,,1900-10-21,Nippon Yusen Kaisha,,,,complete,2,15
20182,,NIPPON YUSEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSHEET;5.5X7.75;,DAILY MENU;,HANDWRITTEN; GREEN BORDER;,1900-4768,,,1900-10-21,Nippon Yusen Kaisha,,,,complete,2,13
20192,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS.K0BE MARU,BROADSHEET;5.5X7.75;,DAILY MENU;,HANDWRITTEN;,1900-4663,,,1900-10-11,Nippon Yusen Kaisha,,,,complete,2,17
20193,,TOYO KISEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,DAILY MENU;,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4664,,,1900-10-11,Toyo Kisen Kaisha,,,,complete,2,25
20194,,TOYO KISEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,DAILY MENU;,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4665,,,1900-10-11,Toyo Kisen Kaisha,,,,complete,2,30
20195,,TOYO KISEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,DAILY MENU;,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4666,,,1900-10-11,Toyo Kisen Kaisha,,,,complete,2,36
20196,,NIPPON YUSEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSIDE; 5.5 X 7.75;,DAILY,HANDWRITTEN; RED BORDER;,1900-4667,,,1900-10-11,Nippon Yusen Kaisha,,,,complete,2,12
20197,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSIDE; 5.5 X 7.75;,DAILY,HANDWRITTEN; RED BORDER;,1900-4668,,,1900-10-11,Nippon Yusen Kaisha,,,,complete,2,12
20198,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS.K0BE MARU,BROADSHEET;5.5X7.75;,DAILY MENU;,HANDWRITTEN;RED BORDER,1900-4672,,,1900-10-12,Nippon Yusen Kaisha,,,,complete,2,18
20200,,RED STAR LINE,DINNER,COM,EN ROUTE S.S. ZEELAND,BROADSIDE; ILLUS; COL; 5 X 8;,,,1901-2708,,,1901-11-24,Red Star Line,,,,complete,2,23
20201,,RED STAR LINE,DINNER,COM,EN ROUTE S.S.VADERLAND,BROADSIDE; ILLUS; COL; 5 X 8;,,,1901-2711,,,1901-11-24,Red Star Line,,,,complete,2,20
20210,,HAMBURG-AMERIKA LINIE,BREAKFAST,COMMERCIAL,SS FURST BISMARCK,FOLDER; 4.25X6.25;,DAILY;,MENU IN GERMAN AND ENGLISH;,1901-1876,,,1901-07-06,Hamburg Amerika Linie,,,,complete,4,62
20212,,HAMBURG-AMERIKA LINIE,FRUHSTUCK/LUNCH,COMMERCIAL,SCHNELLDAMPFER DEUTSCHLAND COMMODORE ALBERS,CARD; ILLUS; COL; 5X8;,,GERMAN & ENGLISH; EMBLEM AT TOP OF MENU;,1901-2396,,,1901-09-23,Hamburg Amerika Linie,,,,complete,2,86
20213,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELLDAMPFER DEUTSCHLAND COMMODORE ALBERS,FOLDER; ILLUS; COL; 4.5X7;,,"GERMAN & ENGLISH; MUSIK-PROGRAMM ON BACK COVER; ILLUSTRATION OF ADULTS & CHILDREN PLAYING ON BEACH, STEAMSHIP IN BACKGROUND;",1901-2397,,,1901-09-23,Hamburg Amerika Linie,,,,complete,4,26
20214,,HAMBURG-AMERIKA LINIE,UNKNOWN,COMMERCIAL,SCHNELLDAMPFER DEUTSCHLAND COMMODORE ALBERS,CARD; ILLUS; COL; 5X8;,,"GERMAN & ENGLISH; MYTHICAL FIGURE, STEAMSHIP AT TOP; PERHAPS THIS IS A MEAL FOR ANOTHER CLASS;",1901-2398,,,1901-09-23,Hamburg Amerika Linie,,,,complete,2,18
20215,,HAMBURG-AMERIKA LINIE,FRUHSTUCK/LUNCH,COMMERCIAL,SCHNELLDAMPFER DEUTSCHLAND COMMODORE ALBERS,CARD; ILLUS; COL; 5X8;,,GERMAN & ENGLISH; EMBLEM AT TOP OF MENU;,1901-2402,,,1901-09-24,Hamburg Amerika Linie,,,,complete,2,81
20216,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SCHNELLDAMPFER DEUTSCHLAND COMMODORE ALBERS,FOLDER; ILLUS; COL; 4.5X7;,,GERMAN & ENGLISH; MUSIK-PROGRAMM ON BACK COVER; ILLUSTRATION OF MALE & FELMALE PASSENGERS CHATTING ON SHIPBOARD;,1901-2403,,,1901-09-24,Hamburg Amerika Linie,,,,complete,4,22
20217,,HAMBURG-AMERIKA LINIE,UNKNOWN,COMMERCIAL,SCHNELLDAMPFER DEUTSCHLAND COMMODORE ALBERS,CARD; ILLUS; COL; 5X8;,,GERMAN & ENGLISH; CHERUBS HOLDING SHIELD OF SHIPPING EMBLEM; PERHAPS THIS IS A MEAL FOR ANOTHER CLASS;,1901-2404,,,1901-09-24,Hamburg Amerika Linie,,,,complete,2,29
20218,,HAMBURG-AMERIKA LINIE,FRUHSTUCK/LUNCH,COMMERCIAL,SCHNELLDAMPFER DEUTSCHLAND COMMODORE ALBERS,CARD; ILLUS; COL; 5X8;,,GERMAN & ENGLISH; EMBLEM AT TOP OF MENU;,1901-2414,,,1901-09-25,Hamburg Amerika Linie,,,,complete,2,83
20220,,HAMBURG-AMERIKA LINIE,UNKNOWN,COMMERCIAL,SCHNELLDAMPFER DEUTSCHLAND COMMODORE ALBERS,CARD; ILLUS; COL; 5X8;,,"GERMAN & ENGLISH; MYTHICAL FIGURE, STEAMSHIP AT TOP; PERHAPS THIS IS A MEAL FOR ANOTHER CLASS;",1901-2416,,,1901-09-25,Hamburg Amerika Linie,,,,complete,2,18
20225,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS SONOMA,CARD; ILLUS; COL; 5.5X6.75;,,STEAMSHIP COMPANY LOGO AT TOP OF MENU;2 COPIES,1901-1747,,,1901-06-23,Oceanic Steamship Company,,Dollars,$,complete,2,33
20226,,OCEANIC STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,SONOMA - SECOND CABIN,CARD; ILLUS; COL; 5.5X6.75;,,STEAMSHIP COMPANY LOGO AT TOP OF MENU;,1901-1748,,,1901-06-23,Oceanic Steamship Company,,,,complete,2,31
20227,,OCEANIC STEAMSHIP COMPANY,LUNCH SECOND CABIN,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1749,,,1901-06-23,Oceanic Steamship Company,,,,complete,2,32
20234,,OCEANIC STEAMSHIP COMPANY,LUNCH SECOND CABIN,COMMERCIAL,SS SONOMA,BROADSIDE;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1329,,,1901-05-18,Oceanic Steamship Company,,,,complete,2,26
20235,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS SONOMA,BROADSIDE;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1330,,,1901-05-18,Oceanic Steamship Company,,,,complete,2,10
20236,,OCEANIC STEAMSHIP COMPANY,LUNCH,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1331,,,1901-05-18,Oceanic Steamship Company,,,,complete,2,27
20237,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X8.5;,DAILY;,FLAG;,1901-1332,,,1901-05-18,Oceanic Steamship Company,,,,complete,2,33
20240,,OCEANIC STEAMSHIP COMPANY,BREAKFAST,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1340,,,1901-05-19,Oceanic Steamship Company,,,,complete,2,28
20241,,OCEANIC STEAMSHIP COMPANY,LUNCH,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1341,,,1901-05-19,Oceanic Steamship Company,,,,complete,2,31
20242,,OCEANIC STEAMSHIP COMPANY,LUNCH SECOND CABIN,COMMERCIAL,SS SONOMA,BROADSIDE;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1342,,,1901-05-19,Oceanic Steamship Company,,,,complete,2,27
20243,,OCEANIC STEAMSHIP COMPANY,DINNER - SECOND CABIN,COMMERCIAL,SS SONOMA,BROADSIDE;ILLUS;COL;5.5X7;,DAILY;,FLAG;,1901-1343,,,1901-05-19,Oceanic Steamship Company,,,,complete,2,29
20244,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS SONOMA,CARD;ILLUS;COL;5.5X8.5;,DAILY;,FLAG;,1901-1344,,,1901-05-10,Oceanic Steamship Company,,,,complete,2,32
20248,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD FURST BISMARCK,CARD; ILLUS; COL; 5 X 8;,,MENU IN GERMAN AND ENGLISH; ILLUSTATION OF SHIP AND WOMAN IN CLASSICAL DRESS WITH SHIELD SAYING HAPAG;,1901-1700,,,1901-06-20,Hamburg Amerika Linie,,,,complete,2,32
20249,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,EN ROUTE ABOARD FURST BISMARCK,CARD; ILLUS; COL; 5 X 8;,,MENU IN GERMAN ONLY; ILLUSTATION OF SHIP AND WOMAN IN CLASSICAL DRESS WITH SHIELD SAYING HAPAG;,1901-1701,,,1901-06-20,Hamburg Amerika Linie,,,,complete,2,11
20250,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,EN ROUTE ABOARD FURST BISMARCK,FOLDER; ILLUS; COL; 4.5 X 6.75;,,MENU IN GERMAN AND ENGLISH; ILLUSTATION OF SHIP AT SEA AND IN DRYDOCK; MUSICAL PROGRAM;,1901-1702,,,1901-06-20,Hamburg Amerika Linie,,,,complete,4,28
20252,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS FURST BISMARCK,CARD;ILLUS;COL;5X8;,DAILY;,SHIP AT SEA;WOMAN HOLDING SHIELD AMONG FOOD AND IMPLEMENTS;CITYSCAPE IN BACKGROUND;MENU IN GERMAN AND ENGLISH;,1901-1779,,,1901-06-26,Hamburg Amerika Linie,,,,complete,2,18
20253,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS FURST BISMARCK,CARD;ILLUS;COL;5X8;,DAILY;,SHIP AT SEA;WOMAN HOLDING SHIELD AMONG FOOD AND IMPLEMENTS;CITYSCAPE IN BACKGROUND;MENU IN GERMAN;,1901-1780,,,1901-06-26,Hamburg Amerika Linie,,,,complete,2,8
20254,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS FURST BISMARCK,CARD;ILLUS;COL;5X8;,DAILY;,SHIP AT SEA;WOMAN HOLDING SHIELD AMONG FOOD AND IMPLEMENTS;CITYSCAPE IN BACKGROUND;MENU IN GERMAN;,1901-1781,,,1901-06-27,Hamburg Amerika Linie,,,,complete,2,10
20255,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS FURST BISMARCK,CARD;ILLUS;COL;5X8;,DAILY;,SHIP AT SEA;WOMAN HOLDING SHIELD AMONG FOOD AND IMPLEMENTS;CITYSCAPE IN BACKGROUND;MENU IN GERMAN AND ENGLISH;,1901-1782,,,1901-06-27,Hamburg Amerika Linie,,,,complete,2,40
20256,,HAMBURG-AMERIKA LINIE,BREAKFAST,COMMERCIAL,SS FURST BISMARCK,FOLDER;4.25X6.25,DAILY;,MENU IN GERMAN AND ENGLISH,1901-1783,,,1901-06-27,Hamburg Amerika Linie,,,,complete,4,76
20257,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SS FURST BISMARCK,FOLDER;ILLUS;COL;4.5X7;,DAILY;,SHIPS AT SEA;MENU IN GERMAN AND ENGLISH;MUSICAL PROGRAM;,1901-1784,,,1901-06-27,Hamburg Amerika Linie,,,,complete,4,28
20258,,OCEANIC STEAMSHIP COMPANY,DINNER,COMMERCIAL,SS SIERRA,CARD;ILLUS;COL;5.5X7;,DAILY;,FLAG;HANDWRITTEN AND DUPLICATED;,1901-1785,,,1901-06-27,Oceanic Steamship Company,,,,complete,2,29
20259,,HAMBURG-AMERIKA LINIE,BREAKFAST,COMMERCIAL,SS FURST BISMARCK,FOLDER;COL;4.25X6.25,DAILY;,MENU IN GERMAN AND ENGLISH,1901-1788,,,1901-06-28,Hamburg Amerika Linie,,,,complete,4,79
20260,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS FURST BISMARCK,CARD;ILLUS;COL;5X8;,DAILY;,SHIP AT SEA;WOMAN HOLDING SHIELD AMONG FOOD AND IMPLEMENTS;CITYSCAPE IN BACKGROUND;MENU IN GERMAN;,1901-1789,,,1901-06-28,Hamburg Amerika Linie,,,,complete,2,10
20264,,HAMBURG-AMERIKA LINIE,MENU,COMMERCIAL,SCHNELLDAMPFER AUGUSTE VICTORIA,BROADSHEET; ILLUS; COL; 9X7;,,GERMAN & ENGLISH; MUSICAL PROGRAM; QUAY SCENE ILLUSTRATION ON COVER;,1900-2251,,,1900-03-03,Hamburg Amerika Linie,,,,complete,4,30
20266,,CUNARD LINE,BREAKFAST,COMMERCIAL,RMS CAMPANIA,CARD; ILLUS; COL; 4.5X6.5;,,PRICED WINE LIST ON BACK; SS CO. FLAG AT TOP OF MENU;,1900-2259,,,1900-03-03,Cunard Line,,,,complete,2,106
20267,,RED STAR LINE,BREAKFAST,COMMERCIAL,SS WESTERNLAND,BROADSIDE; ILLUS; COL; 5X8;,,SEA SCENE SCKETCH;,1900-2260,,,1900-03-03,Red Star Line,,,,complete,2,16
20268,,RED STAR LINE,LUNCH,COMMERCIAL,SS WESTERNLAND,BROADSIDE; ILLUS; COL; 5X8;,,DECORATIVE WREATH ON SIDE;,1900-2261,,,1900-03-03,Red Star Line,,,,complete,2,21
20269,,RED STAR LINE,DINNER,COMMERCIAL,SS WESTERNLAND,BROADSHEET; ILLUS; COL; 5X8;,,ILLUSTRATION AT TOP OF DUTCH COSTUMED LADIES; PRICED WINE & TOBACCO LIST ON BACK;,1900-2262,,,1900-03-03,Red Star Line,,Francs,FF,complete,2,17
20270,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SCHNELLDAMPFER AUGUSTE VICTORIA,BROADSIDE; ILLUS; COL; 5X8;,,"GERMAN & ENGLISH; SKETCHES OF STEAMSHIP, GODDESSES, FRUIT & WINE;",1900-2265,,,1900-03-03,Hamburg Amerika Linie,,,,complete,2,18
20273,,RED STAR LINE,BREAKFAST,COMMERCIAL,SS WESTERNLAND,BROADSIDE; ILLUS; COL; 5X8;,,HANDWRITTEN IN LAVENDAR INK & THEN PRINTED; SEA SKETCH ON MENU;,1900-2269,,,1900-03-04,Red Star Line,,,,complete,2,16
20274,,RED STAR LINE,DINNER,COMMERCIAL,SS WESTERNLAND,BROADSHEET; ILLUS; COL; 5X8;,,HANDWRITTEN IN LAVENDAR INK & THEN PRINTED; ILLUSTRATION AT TOP OF COSTUMED DUTCH LADIES; PRICED WINE & LIQUORS LIST ON BACK;,1900-2270,,,1900-03-04,Red Star Line,,Francs,FF,complete,2,54
20275,,CUNARD LINE,LUNCHEON,COMMERCIAL,R.M.S. ETRURIA,CARD; ILLUS; COL; 4.25X6.5;,,STEAMSHIP CO. PRICED WINE LIST ON BACK; COMPANY FLAG AT TOP OF MENU;,1900-2274,,,1900-03-04,Cunard Line,,,,complete,2,92
20276,,RED STAR LINE,LUNCH,COMMERCIAL,SS WESTERNLAND,"CARD; ILLUS; COL; 5,25X8;",,HANDWRITTEN IN LAVENDAR INK & THEN PRINTED; DECORATIVE WREATH ON SIDE;,1900-2280,,,1900-03-04,Red Star Line,,,,complete,2,23
20282,,TAMPA BAY HOTEL,DINNER,COMMERCIAL,"TAMPA, FL",CARD;ILL;COL;5X7;,DAILY;,COAT OF ARMS;,1900-2487,,,1900-03-17,Tampa Bay Hotel,,,,complete,2,50
20286,,HAMBURG-AMERIKA LINIE,LUNCH,COMMERCIAL,SS AUGUSTE VICTORIA,CARD;ILL;COL;5X8;,DAILY;,"BUXOM WOMAN HOLDING SHIELD AND ANCHOR;UTENSILS AND FOOD;CITY SCENE IN BACKGROUND;FRAMED INSERT WITH SHIP AT SEA;TWO LISTINGS,ONE IN GERMAN ONE IN ENGLISH;",1900-2494,,,1900-03-17,Hamburg Amerika Linie,,,,complete,2,19
20287,,HAMBURG-AMERIKA LINIE,DINNER,COMMERCIAL,SS AUGUSTE VICTORIA,FOLDER;ILL;COL;4.5X7;,DAILY;,"HARBOR SCENE;MUSICIAN PLAYING FLUTE;MUSICAL PROGRAM;MENU LISTED TWICE,ONCE IN GERMAN ONCE IN ENGLISH;",1900-2495,,,1900-03-17,Hamburg Amerika Linie,,,,complete,4,29
20291,,NIPPON YUSEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSHEET; COL; ILLUS; 10.25 X 9.5;,,HANDWRITTEN; COLOR ILLUSTRAION OF CHILDREN CARRYING LANTERNS AND LARGE DRUM;  MAP OF STEAMSHIP ROUTES ON BACK;,1900-4303,,,1900-09-06,Nippon Yusen Kaisha,,,,complete,2,16
20292,,NIPPON YUSEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSIDE; 5.5 X 7.75;,,HANDWRITTEN; GREEN BORDER;,1900-4304,,,1900-09-06,Nippon Yusen Kaisha,,,,complete,2,18
20293,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSIDE; 5.5 X 7.75;,,HANDWRITTEN; GREEN BORDER;,1900-4305,,,1900-09-06,Nippon Yusen Kaisha,,,,complete,2,18
20294,,TOYO KISEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4306,,,1900-09-06,Toyo Kisen Kaisha,,,,complete,2,29
20295,,TOYO KISEN KAISHA,DINNER,COMMERCIAL,EN ROUTE ABOARD SS HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4307,,,1900-09-06,Toyo Kisen Kaisha,,,,complete,2,34
20297,,NIPPON YUSEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSIDE; 5.5 X 7.75;,,HANDWRITTEN; GREEN BORDER;,1900-4313,,,1900-09-07,Nippon Yusen Kaisha,,,,complete,2,12
20298,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,EN ROUTE ABOARD SS. KASUGA,BROADSIDE; 5.5 X 7.75;,,HANDWRITTEN; GREEN BORDER;,1900-4314,,,1900-09-07,Nippon Yusen Kaisha,,,,complete,2,16
20299,,TOYO KISEN KAISHA,BREAKFAST,COMMERCIAL,EN ROUTE ABOARD SS HONG KONG MARU,BROADSHEET; ILLUS; 6.5 X 7.75;,,"B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;",1900-4315,,,1900-09-07,Toyo Kisen Kaisha,,,,complete,2,23
20317,,NIPPON YUSEN KAISHA,BREAKFAST,COMMERCIAL,ABOARD SS KAMAKURA MARU,BROADSIDE; 5.5X7.75;,,HAND WRITTEN;,1900-4149,,,1900-08-24,Nippon Yusen Kaisha,,,,complete,2,14
20318,,NIPPON YUSEN KAISHA,TIFFIN,COMMERCIAL,ABOARD SS KAMAKURA MARU,BROADSIDE; 5.5X7.75;,,HAND WRITTEN;,1900-4150,,,1900-08-24,Nippon Yusen Kaisha,,,,complete,2,19
